"seqnames","start","end","width","strand","Conc","Conc_PAZ","Conc_WT","Fold","p.value","FDR"
"19",16897085,16897485,401,"*",6.81993040622322,7.48658901553519,5.54277345306817,1.94381556246702,7.23460099842312e-09,9.50240725806215e-06
"1",44542925,44543325,401,"*",6.87429281185398,7.56543519979519,5.49886543267167,2.06656976712352,7.66982392607133e-09,9.74908845106177e-06
"6",16128763,16129163,401,"*",6.71707924645494,7.38401516734372,5.43885491793035,1.94516024941337,8.30242386742983e-09,1.01039411040763e-05
"7",101154176,101154576,401,"*",6.71925962637232,7.41184943165179,5.33775333624783,2.07409609540396,8.6992924358406e-09,1.01039411040763e-05
"7",36152785,36153185,401,"*",7.8520234316672,8.55022229166051,6.44665629759746,2.10356599406306,8.74239867899834e-09,1.01039411040763e-05
"5",61736684,61737084,401,"*",6.41274243608999,7.10229377779917,5.04396077887935,2.05833299891981,8.97467106493433e-09,1.01039411040763e-05
"20",13995203,13995603,401,"*",6.78603110650631,7.45553254482247,5.49788463841651,1.95764790640597,9.83452250651657e-09,1.03309028841682e-05
"14",21087470,21087870,401,"*",6.43803977913843,7.12924508780826,5.06234880179485,2.06689628601341,9.8448362645802e-09,1.03309028841682e-05
"3",180036826,180037226,401,"*",5.84933468939961,6.58056932585601,4.29269038661631,2.2878789392397,1.02133048081166e-08,1.03309028841682e-05
"3",142149337,142149737,401,"*",6.61417236039029,7.28974275030102,5.30220717639829,1.98753557390273,1.02249825520901e-08,1.03309028841682e-05
"3",187139483,187139883,401,"*",6.14325312876159,6.85582102916997,4.67444908783885,2.18137194133113,1.11467837749206e-08,1.09806966966743e-05
"10",53597763,53598163,401,"*",5.46870805239645,6.27867649658589,3.45027961722754,2.82839687935835,1.15980229083699e-08,1.10910953276228e-05
"7",112420350,112420750,401,"*",6.63773502295977,7.31445445425937,5.32120417992358,1.99325027433579,1.23099982223765e-08,1.10910953276228e-05
"3",75435181,75435581,401,"*",6.78693761216805,7.44324695363328,5.54891837684079,1.89432857679249,1.23407481982754e-08,1.10910953276228e-05
"6",44268198,44268598,401,"*",6.04334726235252,6.75493011584262,4.5790028186658,2.17592729717682,1.23847374483657e-08,1.10910953276228e-05
"19",50724778,50725178,401,"*",7.59126725508789,8.23450103375439,6.40084288450647,1.83365814924792,1.29100160514581e-08,1.13045838331479e-05
"11",43516486,43516886,401,"*",6.1407666994681,6.82345897345213,4.80020772020029,2.02325125325184,1.36446837986491e-08,1.16881547913472e-05
"1",33363921,33364321,401,"*",7.1234834284184,7.80354667098943,5.79356238311923,2.0099842878702,1.41008232240418e-08,1.18218901770243e-05
"11",110712338,110712738,401,"*",6.01696665573753,6.70604216083758,4.65016519427621,2.05587696656137,1.58859302721505e-08,1.20530393128247e-05
"17",47323699,47324099,401,"*",6.16473301192872,6.86740481868719,4.73998302249044,2.12742179619675,1.598029656854e-08,1.20530393128247e-05
"10",35642130,35642530,401,"*",6.40819252573339,7.08940315947007,5.07364078116643,2.01576237830364,1.6244100858781e-08,1.20530393128247e-05
"7",101017104,101017504,401,"*",6.26264536441593,6.96808122478234,4.82575572255675,2.1423255022256,1.64745012846416e-08,1.20530393128247e-05
"3",49723865,49724265,401,"*",7.37936217687665,8.06089321126899,6.04351402438731,2.01737918688168,1.65042684755049e-08,1.20530393128247e-05
"3",170357025,170357425,401,"*",7.55897667968336,8.2331874280351,6.25239069608737,1.98079673194773,1.67607470656566e-08,1.20530393128247e-05
"17",41786624,41787024,401,"*",6.79284235926762,7.4559560480062,5.52924284479715,1.92671320320906,1.67967307240329e-08,1.20530393128247e-05
"2",231614210,231614610,401,"*",6.74193245133362,7.379253597222,5.57238809686342,1.80686550035858,1.68551349245556e-08,1.20530393128247e-05
"14",99246090,99246490,401,"*",6.95687850796616,7.62984253864184,5.6552029643599,1.97463957428194,1.72250902960616e-08,1.20530393128247e-05
"3",13513258,13513658,401,"*",6.23984347865321,6.91006494301558,4.94889681263167,1.96116813038391,1.75262380584454e-08,1.20530393128247e-05
"1",2279202,2279602,401,"*",6.71378981301806,7.40108971067671,5.35434791691962,2.04674179375709,1.77522074257949e-08,1.20530393128247e-05
"6",10404142,10404542,401,"*",6.83758093881672,7.49574028047594,5.59266347058182,1.90307680989413,1.80471353024226e-08,1.20530393128247e-05
"12",105713729,105714129,401,"*",5.70830745796195,6.46835514622838,4.00204705553435,2.46630809069403,2.10827129335521e-08,1.36111630355851e-05
"6",47309698,47310098,401,"*",6.24307021822865,6.92100213338023,4.92170194738767,1.99930018599256,2.137470944093e-08,1.36111630355851e-05
"7",37248313,37248713,401,"*",7.00724498225594,7.64322192357556,5.84239391542707,1.80082800814849,2.25372712412247e-08,1.36111630355851e-05
"3",122986737,122987137,401,"*",7.30409534430124,7.97498881464616,6.01052905430085,1.96445976034531,2.30978744383292e-08,1.36111630355851e-05
"3",168249394,168249794,401,"*",7.35744332093594,8.0116462789718,6.12722768669792,1.88441859227388,2.32690894120203e-08,1.36111630355851e-05
"3",13301310,13301710,401,"*",6.80769485100847,7.4584227212538,5.59023736505674,1.86818535619706,2.32711918843254e-08,1.36111630355851e-05
"3",160449583,160449983,401,"*",7.52033243632354,8.18620407074726,6.24619915066901,1.94000492007825,2.32876171958016e-08,1.36111630355851e-05
"3",45688995,45689395,401,"*",7.68254317074755,8.34213755434866,6.43224581353064,1.90989174081801,2.34120082165165e-08,1.36111630355851e-05
"2",45009361,45009761,401,"*",6.29157008754599,6.9725754993215,4.95784795113023,2.01472754819127,2.34889627047961e-08,1.36111630355851e-05
"10",71621595,71621995,401,"*",5.76704148911036,6.52213167521591,4.08787459838998,2.43425707682593,2.51476514685968e-08,1.41659207147049e-05
"5",141816578,141816978,401,"*",6.02214189497262,6.72189183344699,4.61008963579385,2.11180219765315,2.51653245870812e-08,1.41659207147049e-05
"11",57639326,57639726,401,"*",7.36738759726849,8.02673593677061,6.11801445184931,1.9087214849213,2.61200553949708e-08,1.43307990702495e-05
"5",148033083,148033483,401,"*",6.33902626904465,6.99181609189587,5.11401603140412,1.87780006049175,2.6185603823418e-08,1.43307990702495e-05
"3",33440407,33440807,401,"*",8.23701895808021,8.88525199056008,7.02863300264702,1.85661898791306,2.8614953870155e-08,1.5268541415334e-05
"9",136720220,136720620,401,"*",6.57337501044142,7.23341730845347,5.32139323216171,1.91202407629176,2.8674044887187e-08,1.5268541415334e-05
"X",135098674,135099074,401,"*",5.94904561747071,6.66543664210061,4.46277213104247,2.20266451105814,3.02971031338804e-08,1.57792987000831e-05
"9",37251484,37251884,401,"*",6.59598327961296,7.26043198690849,5.32729687740324,1.93313510950525,3.04341361589258e-08,1.57792987000831e-05
"3",52536318,52536718,401,"*",7.22134612027111,7.88526372561077,5.95468611527304,1.93057761033773,3.16842523639597e-08,1.62141075344087e-05
"3",100492131,100492531,401,"*",6.42798346625974,7.09423146092055,5.15240514836726,1.94182631255329,3.26336911065888e-08,1.64035706068438e-05
"4",140150965,140151365,401,"*",6.95712531898039,7.6099439942416,5.73200903967383,1.87793495456776,3.28870692808005e-08,1.64035706068438e-05
"1",229342344,229342744,401,"*",6.99040586412487,7.6026853753338,5.9052071361182,1.6974782392156,3.40937362103621e-08,1.67711649840439e-05
"7",66204987,66205387,401,"*",7.11471200941598,7.79283653035155,5.79257343204553,2.00026309830602,3.44752909275088e-08,1.67711649840439e-05
"22",37696709,37697109,401,"*",6.55053171712645,7.20537698496196,5.31794216873232,1.88743481622964,3.65654305936812e-08,1.75710271599197e-05
"20",59121992,59122392,401,"*",5.42614012466592,6.19524307274147,3.66878630812274,2.52645676461873,3.7421656718923e-08,1.77658188114752e-05
"3",38453632,38454032,401,"*",6.32247642974218,6.97634269633059,5.09350319399791,1.88283950233268,3.93349265024849e-08,1.78601686258835e-05
"17",28711229,28711629,401,"*",7.16699698617611,7.80601587336579,5.99149677932495,1.81451909404084,3.94170969867736e-08,1.78601686258835e-05
"19",47227695,47228095,401,"*",6.81167572653977,7.45011467442136,5.63821356174837,1.81190111267299,3.99162341363107e-08,1.78601686258835e-05
"12",42238136,42238536,401,"*",6.04522845668943,6.74820113355756,4.61916312106786,2.1290380124897,4.0818107045872e-08,1.78601686258835e-05
"12",42144659,42145059,401,"*",6.74895512365841,7.43717365438514,5.38571148138609,2.05146217299905,4.08357190276324e-08,1.78601686258835e-05
"3",38029489,38029889,401,"*",6.23582350043939,6.92726861379221,4.85912734545364,2.06814126833857,4.08464738119172e-08,1.78601686258835e-05
"3",3799132,3799532,401,"*",6.92027603266063,7.58948047182624,5.63328261335777,1.95619785846847,4.09592476275556e-08,1.78601686258835e-05
"16",49281753,49282153,401,"*",6.5703600383874,7.19692655450352,5.43782542283971,1.75910113166381,4.12464558155364e-08,1.78601686258835e-05
"3",173913949,173914349,401,"*",6.13433007314536,6.82110821080568,4.77704194399757,2.04406626680811,4.17103902086175e-08,1.78647414758735e-05
"7",23474264,23474664,401,"*",7.59807020966356,8.2552950286196,6.35664259357177,1.89865243504783,4.34406060895016e-08,1.84057380897927e-05
"13",25217313,25217713,401,"*",6.82360703741834,7.50009113138122,5.50801276937621,1.992078362005,4.50049774153703e-08,1.86952880414869e-05
"11",72080508,72080908,401,"*",7.2558390791703,7.88360841640898,6.11922561027092,1.76438280613806,4.50728952375712e-08,1.86952880414869e-05
"11",85854839,85855239,401,"*",6.66285373866537,7.31365628167433,5.44512360972724,1.8685326719471,4.73237840410449e-08,1.93271489482736e-05
"11",34148611,34149011,401,"*",5.96979515003386,6.68757067241089,4.47713123118026,2.21043944123063,4.75772370313302e-08,1.93271489482736e-05
"6",107690369,107690769,401,"*",5.62259167226751,6.3619335111483,4.02568888275753,2.33624462839077,4.92403781528274e-08,1.9798651640143e-05
"10",87342323,87342723,401,"*",6.65246070439769,7.31896527326833,5.37589622508373,1.9430690481846,5.23832557453316e-08,2.02891066012099e-05
"2",200525938,200526338,401,"*",6.35517088905112,7.0025529388964,5.14986264082069,1.85269029807572,5.27355742927995e-08,2.02891066012099e-05
"6",44257300,44257700,401,"*",6.82625441095267,7.50166016061832,5.51494193776557,1.98671822285275,5.31133698841563e-08,2.02891066012099e-05
"2",61065607,61066007,401,"*",7.0978160533088,7.76180271795597,5.83089275852458,1.9309099594314,5.33328805186934e-08,2.02891066012099e-05
"17",65179272,65179672,401,"*",6.21155126767709,6.86981650830223,4.96623765781009,1.90357885049214,5.34435076632782e-08,2.02891066012099e-05
"7",129611505,129611905,401,"*",6.74591803994705,7.4049458765956,5.49774767130091,1.90719820529469,5.38400366233978e-08,2.02891066012099e-05
"12",125186099,125186499,401,"*",6.07230575621683,6.74856653376225,4.75759952037094,1.99096701339131,5.40644653620709e-08,2.02891066012099e-05
"20",36573301,36573701,401,"*",6.4148100327102,7.06842797429965,5.18675225077621,1.88167572352345,5.51236363750464e-08,2.04117083187239e-05
"19",23116797,23117197,401,"*",6.56132796648696,7.21561515663474,5.33080130123033,1.88481385540441,5.60791450227054e-08,2.04117083187239e-05
"6",20403259,20403659,401,"*",6.49748239968708,7.18857072286528,5.12228147011088,2.0662892527544,5.63580441296205e-08,2.04117083187239e-05
"15",73021228,73021628,401,"*",6.08257054363445,6.75043130039234,4.80077930455722,1.94965199583512,5.6463206952109e-08,2.04117083187239e-05
"3",124032996,124033396,401,"*",7.01901044013053,7.65587130449271,5.85107536982127,1.80479593467144,5.77128905863341e-08,2.05508376818586e-05
"6",98716369,98716769,401,"*",6.02120447881804,6.71566269533016,4.63180401801989,2.08385867731027,5.78911527430287e-08,2.05508376818586e-05
"22",17198720,17199120,401,"*",6.33852618381106,6.98663830669707,5.13057802728462,1.85606027941245,5.96491224440621e-08,2.0985839471302e-05
"15",55743234,55743634,401,"*",6.99746037963823,7.64421337756953,5.79442181592885,1.84979156164068,6.21343315396775e-08,2.16667362830925e-05
"7",155381332,155381732,401,"*",6.10772483694913,6.88105269966036,4.32578498016986,2.5552677194905,6.28641225679151e-08,2.17289288216327e-05
"6",20401451,20401851,401,"*",7.42094396342901,8.06019301254995,6.24463388771293,1.81555912483702,6.4692609656296e-08,2.2166500790406e-05
"3",143001287,143001687,401,"*",6.91429802099433,7.5578511328716,5.72273484465639,1.83511628821521,6.66636002058282e-08,2.23554169561177e-05
"10",62268574,62268974,401,"*",6.69989140903705,7.36361950895329,5.43395358525203,1.92966592370127,6.74678611048838e-08,2.23554169561177e-05
"20",32457359,32457759,401,"*",6.88435266333056,7.51206438545503,5.74793491228503,1.76412947317,6.88509174515228e-08,2.23554169561177e-05
"7",155509855,155510255,401,"*",7.48155809879507,8.14646144670439,6.21113417658823,1.93532727011616,7.00077812396841e-08,2.23554169561177e-05
"16",49776117,49776517,401,"*",6.00657348953401,6.68885845036257,4.66766905072294,2.02118939963962,7.01700063234347e-08,2.23554169561177e-05
"21",45643324,45643724,401,"*",7.13757407104209,7.76667895217034,5.99641412007918,1.77026483209116,7.0429392152319e-08,2.23554169561177e-05
"X",72123777,72124177,401,"*",5.91268607932394,6.60995321631856,4.51131637863267,2.09863683768589,7.05924007478292e-08,2.23554169561177e-05
"20",33811043,33811443,401,"*",6.86710209365318,7.50238201598878,5.70467695398579,1.79770506200299,7.114487307519e-08,2.23554169561177e-05
"3",127426651,127427051,401,"*",7.29601031423311,7.99325578766207,5.89473339588842,2.09852239177364,7.11787348776118e-08,2.23554169561177e-05
"15",90717072,90717472,401,"*",6.75800452980019,7.40213635738564,5.56437460098261,1.83776175640303,7.17680094492009e-08,2.23554169561177e-05
"7",121396175,121396575,401,"*",7.00339498369201,7.66560887422147,5.74321128101169,1.92239759320979,7.18539436821816e-08,2.23554169561177e-05
"10",67242486,67242886,401,"*",5.67941211131578,6.43193304940003,4.01405299998477,2.41788004941525,7.20520239931721e-08,2.23554169561177e-05
"1",41361079,41361479,401,"*",7.15287540499548,7.76648175959271,6.06336486229727,1.70311689729544,7.50671726136882e-08,2.29624531236394e-05
"11",69658047,69658447,401,"*",7.16259039498081,7.78328909681733,6.04974230990681,1.73354678691052,7.51740039830852e-08,2.29624531236394e-05
"19",15125598,15125998,401,"*",6.73667674924249,7.42763676024043,5.36201307749017,2.06562368275026,7.74800030204108e-08,2.3374421582457e-05
"7",151086087,151086487,401,"*",6.99708755696341,7.62244956527623,5.86862259882935,1.75382696644688,7.77090962161677e-08,2.3374421582457e-05
"5",178116202,178116602,401,"*",5.89194007585575,6.61813015479557,4.35967999177681,2.25845016301876,7.83178339692842e-08,2.33790600736793e-05
"7",25180168,25180568,401,"*",6.79234787550271,7.43321449802053,5.61032953461951,1.82288496340103,7.9899629938298e-08,2.36719174292383e-05
"14",100306397,100306797,401,"*",6.86239346046927,7.50748465809082,5.66532898975359,1.84215566833723,8.19417566587639e-08,2.39780252678859e-05
"1",22025183,22025583,401,"*",6.61604443147896,7.23169792234472,5.51984813924355,1.71184978310117,8.26928535885073e-08,2.39780252678859e-05
"20",4823537,4823937,401,"*",7.09726894809578,7.71457413760387,5.9956487305554,1.71892540704847,8.27583858601279e-08,2.39780252678859e-05
"3",111859382,111859782,401,"*",6.7794744218836,7.43221078644961,5.55466063402571,1.8775501524239,8.43158833312635e-08,2.42509712904023e-05
"10",51244835,51245235,401,"*",6.32731413411915,6.9974882523669,5.03655180823482,1.96093644413208,8.65535178717624e-08,2.47141653494125e-05
"5",148826298,148826698,401,"*",5.80749723640737,6.49468024269516,4.44853820211163,2.04614204058353,9.01270805763431e-08,2.55494063527354e-05
"3",179562614,179563014,401,"*",7.71388821419533,8.35128250167304,6.54408792180418,1.80719457986886,9.49000223889493e-08,2.66371395348658e-05
"2",118224926,118225326,401,"*",5.98708639799044,6.69827362748655,4.52452833310888,2.17374529437767,9.60038107709951e-08,2.66371395348658e-05
"14",23286022,23286422,401,"*",7.33031220960044,7.96353225972241,6.17502575953258,1.78850650018983,9.60423794082018e-08,2.66371395348658e-05
"12",12684468,12684868,401,"*",6.14358334503579,6.80286500731365,4.89446052922365,1.90840447808999,9.6668128958629e-08,2.66371395348658e-05
"6",39114862,39115262,401,"*",6.31999185582549,6.97176909026047,5.09869693084815,1.87307215941232,9.7998926921173e-08,2.68163174750132e-05
"6",40587660,40588060,401,"*",6.33143483024554,6.97826043213041,5.12813453663697,1.85012589549344,1.00658935881067e-07,2.69746739059481e-05
"7",155490891,155491291,401,"*",7.54058758556471,8.17494631278053,6.38136056530867,1.79358574747186,1.00902889706647e-07,2.69746739059481e-05
"1",228139886,228140286,401,"*",7.34348118499662,7.97514059239931,6.19357313290234,1.78156745949697,1.01791779230117e-07,2.69746739059481e-05
"9",34376823,34377223,401,"*",6.31231311835607,6.98574388954334,5.00880167993971,1.97694220960363,1.01988033587834e-07,2.69746739059481e-05
"10",97687219,97687619,401,"*",7.11740399676468,7.74417395327885,5.98418054860574,1.75999340467311,1.03381351362968e-07,2.69746739059481e-05
"6",158231805,158232205,401,"*",6.24260813879846,6.88724301910447,5.04717858722192,1.84006443188255,1.03415569183516e-07,2.69746739059481e-05
"3",48635344,48635744,401,"*",7.39422277398755,8.02658656552004,6.24189042573304,1.784696139787,1.03702199265195e-07,2.69746739059481e-05
"18",80147608,80148008,401,"*",5.7072870074045,6.44259388559832,4.13058960033317,2.31200428526515,1.04054167944983e-07,2.69746739059481e-05
"14",23366182,23366582,401,"*",6.89214114739219,7.55139042196736,5.64313990649149,1.90825051547587,1.05742501162496e-07,2.7137388349565e-05
"6",44219404,44219804,401,"*",6.30852854089038,6.95016857926824,5.12377061471729,1.82639796455094,1.06285576526254e-07,2.7137388349565e-05
"11",126268822,126269222,401,"*",7.04211343035125,7.66031646225626,5.93753364192385,1.72278282033241,1.06747923920987e-07,2.7137388349565e-05
"11",124739714,124740114,401,"*",6.75829318235027,7.37771131040132,5.64969541664113,1.72801589376019,1.11633714429247e-07,2.81975313036543e-05
"6",155314411,155314811,401,"*",7.18690841141712,7.81003709528941,6.06594999496247,1.74408710032695,1.12747816189027e-07,2.82975474465759e-05
"6",116571141,116571541,401,"*",7.62949398351807,8.27228535644882,6.4406454200712,1.83163993637762,1.15373880220957e-07,2.87733694697886e-05
"3",49539759,49540159,401,"*",7.1679501283154,7.8391252403769,5.87328415864674,1.96584108173016,1.17021056668537e-07,2.90006145721198e-05
"3",40524690,40525090,401,"*",6.28958091383749,6.95807090624397,5.00535647398864,1.95271443225533,1.19138583176379e-07,2.93408545717628e-05
"3",123027692,123028092,401,"*",6.55429808999951,7.18480334390343,5.40835098273386,1.77645236116957,1.23484957051113e-07,3.02223679977768e-05
"11",128871312,128871712,401,"*",6.13434863799186,6.81555629270749,4.79980894035114,2.01574735235635,1.25148123846577e-07,3.04403498274723e-05
"11",125263283,125263683,401,"*",7.03081259665235,7.66322924739601,5.87829810932585,1.78493113807016,1.29263255657493e-07,3.09107918944729e-05
"3",61561101,61561501,401,"*",6.83680665917728,7.49565301601633,5.58931678161451,1.90633623440181,1.29508855479489e-07,3.09107918944729e-05
"7",43869323,43869723,401,"*",6.79646865455026,7.44021582567168,5.60421286170508,1.8360029639666,1.29591539054662e-07,3.09107918944729e-05
"22",23839002,23839402,401,"*",7.15672906212691,7.77311858960607,6.05811902373742,1.71499956586865,1.30220065335563e-07,3.09107918944729e-05
"X",24693542,24693942,401,"*",6.2247241845385,6.87710940693579,5.00119993704471,1.87590946989108,1.31933385698587e-07,3.10692266588073e-05
"2",74958516,74958916,401,"*",6.41719866261509,7.08700491097884,5.12786761510443,1.95913729587441,1.32464472608863e-07,3.10692266588073e-05
"4",182448700,182449100,401,"*",6.60034527772205,7.25452963123655,5.37019833006255,1.88433130117399,1.3635267971525e-07,3.1791958529584e-05
"3",50264592,50264992,401,"*",7.20358231011389,7.86763622107957,5.93640257929743,1.93123364178215,1.37802920357488e-07,3.17941002101859e-05
"3",72996654,72997054,401,"*",6.90480400620164,7.57414104471602,5.61729593563596,1.95684510908006,1.38559166477494e-07,3.17941002101859e-05
"6",32195592,32195992,401,"*",8.23827809115224,8.89032876716984,7.01598107452845,1.87434769264139,1.38782490004872e-07,3.17941002101859e-05
"2",207769792,207770192,401,"*",7.09750121279711,7.74813669059779,5.88038097658228,1.86775571401551,1.40224806653377e-07,3.19388339963565e-05
"7",100148607,100149007,401,"*",7.10306724358075,7.72462629003726,5.98735443545558,1.73727185458168,1.41122369967423e-07,3.19585394608985e-05
"6",18155158,18155558,401,"*",7.04060577898752,7.71462968881846,5.73475703143624,1.97987265738222,1.48840924621649e-07,3.34404330805231e-05
"10",28677224,28677624,401,"*",6.3215376009227,6.96043525282169,5.14646374902311,1.81397150379858,1.4936342052005e-07,3.34404330805231e-05
"12",64404173,64404573,401,"*",7.26904550620319,7.91181845207345,6.08026253039238,1.83155592168107,1.58365506902991e-07,3.52276944752986e-05
"16",4957964,4958364,401,"*",7.06798415314195,7.71646077589468,5.85871567185118,1.85774510404349,1.59134342112556e-07,3.52276944752986e-05
"10",1737349,1737749,401,"*",6.15674836654748,6.82683734553978,4.86631745236518,1.96051989317459,1.61117640459151e-07,3.54674832662143e-05
"12",64610207,64610607,401,"*",6.15262571166515,6.80785871835432,4.91860071278297,1.88925800557135,1.62563431634177e-07,3.55869414450729e-05
"15",72231033,72231433,401,"*",6.66116469766602,7.29586422944515,5.5007555678725,1.79510866157265,1.67378026428227e-07,3.64384737755682e-05
"16",30948170,30948570,401,"*",7.09689011435756,7.71242510908542,6.00108192429721,1.71134318478821,1.6919075411232e-07,3.66307278848454e-05
"5",111224067,111224467,401,"*",6.6988606666359,7.34609263468556,5.49409434343471,1.85199829125085,1.74510958709497e-07,3.73990785903456e-05
"11",133541363,133541763,401,"*",5.90586986386503,6.59653626052868,4.53243465724454,2.06410160328414,1.74637865714739e-07,3.73990785903456e-05
"19",34481465,34481865,401,"*",6.36773465100639,7.0022139718717,5.20808948408739,1.79412448778431,1.79163408772342e-07,3.81608376176505e-05
"19",18429015,18429415,401,"*",7.34965452014115,7.97282612069551,6.22855233087339,1.74427378982211,1.81829218468738e-07,3.83834148519443e-05
"7",134458983,134459383,401,"*",6.4631530808236,7.09531093898369,5.31153004250107,1.78378089648262,1.82156597739153e-07,3.83834148519443e-05
"10",101304383,101304783,401,"*",5.72016634904594,6.51040572152694,3.8346060062995,2.67579971522744,1.83992422585879e-07,3.85640288275212e-05
"3",130111858,130112258,401,"*",7.29298513283467,7.94449241043912,6.07267866036442,1.8718137500747,1.85235409123546e-07,3.8619132598435e-05
"7",108723354,108723754,401,"*",6.25921330824194,6.92545281999084,4.98366758052814,1.9417852394627,1.90333623784315e-07,3.94731900610375e-05
"3",194633248,194633648,401,"*",6.90002102377355,7.59340101368188,5.51518266388368,2.0782183497982,1.94854889731996e-07,3.99579107679359e-05
"6",144008084,144008484,401,"*",6.12035148302526,6.7747569725887,4.88938784770894,1.88536912487977,1.951862498676e-07,3.99579107679359e-05
"3",129121720,129122120,401,"*",6.85508002817116,7.55962043904404,5.42213692542618,2.13748351361785,1.95713043808031e-07,3.99579107679359e-05
"3",128123724,128124124,401,"*",6.87894968492998,7.50936288279657,5.7333179012128,1.77604498158377,1.98455218571612e-07,4.02001489806484e-05
"3",155079769,155080169,401,"*",5.96891617814262,6.63660209440539,4.68780011633877,1.94880197806662,2.00646802087044e-07,4.02001489806484e-05
"1",48472108,48472508,401,"*",6.99856745974221,7.6090239552765,5.91926558119603,1.68975837408047,2.00673428670297e-07,4.02001489806484e-05
"6",89829563,89829963,401,"*",7.32831032445895,7.92700603898546,6.28630844682116,1.64069759216429,2.00980340807729e-07,4.02001489806484e-05
"1",8396643,8397043,401,"*",5.8876304616733,6.56108211241527,4.58403682631666,1.97704528609861,2.05252450574192e-07,4.07140294720498e-05
