peak_chrom	peak_start	peak_end	gene_id	gene_name	distance	location
1	94079007	94079407				error
1	94092233	94092633				error
1	94237364	94237764				error
1	94247499	94247899				error
1	94418063	94418463				error
1	94541663	94542063				error
1	94592439	94592839				error
1	94660913	94661313				error
1	94820020	94820420				error
1	94866415	94866815				error
1	94926153	94926553				error
1	95072596	95072996				error
1	95117178	95117578				error
1	95234051	95234451				error
1	95780590	95780990				error
1	96598417	96598817				error
1	96721649	96722049				error
1	97423402	97423802				error
1	97920852	97921252				error
1	98053977	98054377				error
1	98086881	98087281				error
1	98221944	98222344				error
1	98661526	98661926				error
1	98704482	98704882				error
1	99004742	99005142				error
1	99600727	99601127				error
1	99623434	99623834				error
1	99849952	99850352				error
1	99969873	99970273				error
1	100037969	100038369				error
1	100132837	100133237				error
1	100249678	100250078				error
1	100266046	100266446				error
1	100352036	100352436				error
1	100539421	100539821				error
1	100785549	100785949				error
1	100895515	100895915				error
1	101025792	101026192				error
1	101236089	101236489				error
1	101309691	101310091				error
1	101996814	101997214				error
1	103108414	103108814				error
1	103109399	103109799				error
1	103250448	103250848				error
1	103525568	103525968				error
1	107056534	107056934				error
1	107965592	107965992				error
1	108200161	108200561				error
1	108559848	108560248				error
1	108692172	108692572				error
1	108746431	108746831				error
1	108816440	108816840				error
1	108876871	108877271				error
1	108963184	108963584				error
1	109042002	109042402				error
1	109075900	109076300				error
1	109090628	109091028				error
1	109099976	109100376				error
1	109112590	109112990				error
1	109213705	109214105				error
1	109229761	109230161				error
1	109253577	109253977				error
1	109255040	109255440				error
1	109259817	109260217				error
1	109283132	109283532				error
1	109397809	109398209				error
1	109426372	109426772				error
1	109466466	109466866				error
1	109483736	109484136				error
1	109493912	109494312				error
1	109509453	109509853				error
1	109548482	109548882				error
1	109620793	109621193				error
1	109655966	109656366				error
1	109667831	109668231				error
1	109687558	109687958				error
1	109740064	109740464				error
1	109877318	109877718				error
1	109910561	109910961				error
1	109984463	109984863				error
1	110034454	110034854				error
1	110210005	110210405				error
1	110255460	110255860				error
1	110338923	110339323				error
1	110407506	110407906				error
1	110494803	110495203				error
1	110555314	110555714				error
1	110565560	110565960				error
1	110606366	110606766				error
1	110619336	110619736				error
1	110643930	110644330				error
1	110674669	110675069				error
1	110963857	110964257				error
1	111139973	111140373				error
1	111449168	111449568				error
1	111619589	111619989				error
1	111739394	111739794				error
1	111755532	111755932				error
1	111909034	111909434				error
1	111989797	111990197				error
1	112390782	112391182				error
1	112395938	112396338				error
1	112466101	112466501				error
1	112619615	112620015				error
1	112674538	112674938				error
1	112704948	112705348				error
1	112707132	112707532				error
1	112715241	112715641				error
1	112956044	112956444				error
1	113042511	113042911				error
1	113059222	113059622				error
1	113072879	113073279				error
1	113390058	113390458				error
1	113759205	113759605				error
1	113812257	113812657				error
1	113904885	113905285				error
1	113929425	113929825				error
1	113979060	113979460				error
1	114152636	114153036				error
1	114203647	114204047				error
1	114346430	114346830				error
1	114511041	114511441				error
1	114581501	114581901				error
1	114669791	114670191				error
1	114716710	114717110				error
1	114757881	114758281				error
1	114780421	114780821				error
1	115056398	115056798				error
1	115089339	115089739				error
1	115337752	115338152				error
1	115641998	115642398				error
1	115677168	115677568				error
1	115727813	115728213				error
1	115828373	115828773				error
1	115976277	115976677				error
1	116152029	116152429				error
1	116372989	116373389				error
1	116570745	116571145				error
1	116595985	116596385				error
1	116667518	116667918				error
1	116825233	116825633				error
1	116971505	116971905				error
1	117059924	117060324				error
1	117121687	117122087				error
1	117170208	117170608				error
1	117172058	117172458				error
1	117366693	117367093				error
1	117605724	117606124				error
1	117929492	117929892				error
1	117970290	117970690				error
1	118185108	118185508				error
1	118987597	118987997				error
1	119140356	119140756				error
1	119648038	119648438				error
1	119712470	119712870				error
1	120176286	120176686				error
1	120942269	120942669				error
1	121184365	121184765				error
1	144546512	144546912				error
1	144551895	144552295				error
1	145281057	145281457				error
1	145425454	145425854				error
1	145465351	145465751				error
1	145607827	145608227				error
1	145823841	145824241				error
1	145858904	145859304				error
1	145885844	145886244				error
1	145918640	145919040				error
1	145927306	145927706				error
1	145957797	145958197				error
1	145960549	145960949				error
1	145964345	145964745				error
1	145979430	145979830				error
1	145996517	145996917				error
1	146035432	146035832				error
1	146037992	146038392				error
1	146039013	146039413				error
1	146051896	146052296				error
1	146376879	146377279				error
1	146387102	146387502				error
1	147084685	147085085				error
1	147172402	147172802				error
1	147242468	147242868				error
1	147541184	147541584				error
1	147599663	147600063				error
1	147670289	147670689				error
1	147928285	147928685				error
1	148038566	148038966				error
1	148151986	148152386				error
1	148263452	148263852				error
1	148280379	148280779				error
1	148334691	148335091				error
1	148522517	148522917				error
1	148951965	148952365				error
1	149103313	149103713				error
1	149390220	149390620				error
1	149636494	149636894				error
1	149812173	149812573				error
1	149886614	149887014				error
1	149888187	149888587				error
1	149899437	149899837				error
1	149917588	149917988				error
1	149927633	149928033				error
1	150010498	150010898				error
1	150067443	150067843				error
1	150149682	150150082				error
1	150163129	150163529				error
1	150236023	150236423				error
1	150268900	150269300				error
1	150282215	150282615				error
1	150321285	150321685				error
1	150363811	150364211				error
1	150487158	150487558				error
1	150515459	150515859				error
1	150548871	150549271				error
1	150561165	150561565				error
1	150568225	150568625				error
1	150579421	150579821				error
1	150629251	150629651				error
1	150697092	150697492				error
1	150876455	150876855				error
1	150926095	150926495				error
1	150974614	150975014				error
1	151059508	151059908				error
1	151146674	151147074				error
1	151165807	151166207				error
1	151189924	151190324				error
1	151198327	151198727				error
1	151254674	151255074				error
1	151281857	151282257				error
1	151327430	151327830				error
1	151347099	151347499				error
1	151399193	151399593				error
1	151511102	151511502				error
1	151611871	151612271				error
1	151710236	151710636				error
1	151763241	151763641				error
1	151790446	151790846				error
1	151909403	151909803				error
1	152111615	152112015				error
1	153627317	153627717				error
1	153633810	153634210				error
1	153658604	153659004				error
1	153670993	153671393				error
1	153679063	153679463				error
1	153727735	153728135				error
1	153775560	153775960				error
1	153783414	153783814				error
1	153794903	153795303				error
1	153880961	153881361				error
1	153922889	153923289				error
1	153946439	153946839				error
1	153958490	153958890				error
1	153963356	153963756				error
1	153967408	153967808				error
1	153977467	153977867				error
1	153986206	153986606				error
1	153990664	153991064				error
1	154183074	154183474				error
1	154220536	154220936				error
1	154272224	154272624				error
1	154352978	154353378				error
1	154558674	154559074				error
1	154567727	154568127				error
1	154870086	154870486				error
1	154936926	154937326				error
1	154955524	154955924				error
1	154961704	154962104				error
1	154970731	154971131				error
1	154974344	154974744				error
1	154983023	154983423				error
1	155000754	155001154				error
1	155001932	155002332				error
1	155017298	155017698				error
1	155050865	155051265				error
1	155062660	155063060				error
1	155063594	155063994				error
1	155084719	155085119				error
1	155135662	155136062				error
1	155173065	155173465				error
1	155193542	155193942				error
1	155194671	155195071				error
1	155196145	155196545				error
1	155208489	155208889				error
1	155227407	155227807				error
1	155244617	155245017				error
1	155250636	155251036				error
1	155255215	155255615				error
1	155262155	155262555				error
1	155273340	155273740				error
1	155277162	155277562				error
1	155308564	155308964				error
1	155323578	155323978				error
1	155562845	155563245				error
1	155609940	155610340				error
1	155688712	155689112				error
1	155745492	155745892				error
1	155856998	155857398				error
1	155934272	155934672				error
1	155978272	155978672				error
1	156054359	156054759				error
1	156082468	156082868				error
1	156106198	156106598				error
1	156130149	156130549				error
1	156193785	156194185				error
1	156212933	156213333				error
1	156282719	156283119				error
1	156338247	156338647				error
1	156388417	156388817				error
1	156456497	156456897				error
1	156500746	156501146				error
1	156505162	156505562				error
1	156594216	156594616				error
1	156601344	156601744				error
1	156624434	156624834				error
1	156641864	156642264				error
1	156660057	156660457				error
1	156664804	156665204				error
1	156673759	156674159				error
1	156677215	156677615				error
1	156689369	156689769				error
1	156728439	156728839				error
1	156741060	156741460				error
1	156746852	156747252				error
1	156751623	156752023				error
1	156767165	156767565				error
1	156920395	156920795				error
1	156927596	156927996				error
1	157045650	157046050				error
1	157138339	157138739				error
1	157993588	157993988				error
1	158002667	158003067				error
1	158014178	158014578				error
1	158019509	158019909				error
1	158043289	158043689				error
1	158113468	158113868				error
1	158864566	158864966				error
1	158999647	159000047				error
1	159141807	159142207				error
1	159188336	159188736				error
1	159408927	159409327				error
1	159780621	159781021				error
1	159854515	159854915				error
1	159925134	159925534				error
1	159941151	159941551				error
1	159945514	159945914				error
1	160031843	160032243				error
1	160062142	160062542				error
1	160070291	160070691				error
1	160098625	160099025				error
1	160169538	160169938				error
1	160205172	160205572				error
1	160262307	160262707				error
1	160343126	160343526				error
1	160375901	160376301				error
1	160400234	160400634				error
1	160410676	160411076				error
1	161045703	161046103				error
1	161098125	161098525				error
1	161118001	161118401				error
1	161132475	161132875				error
1	161159304	161159704				error
1	161166108	161166508				error
1	161177326	161177726				error
1	161202158	161202558				error
1	161225644	161226044				error
1	161258589	161258989				error
1	161305955	161306355				error
1	161314234	161314634				error
1	161389909	161390309				error
1	161399405	161399805				error
1	161440360	161440760				error
1	161530811	161531211				error
1	161612565	161612965				error
1	161726869	161727269				error
1	161749683	161750083				error
1	162023615	162024015				error
1	162069602	162070002				error
1	162145188	162145588				error
1	162248911	162249311				error
1	162334224	162334624				error
1	162497714	162498114				error
1	162561294	162561694				error
1	162696342	162696742				error
1	163321672	163322072				error
1	163892553	163892953				error
1	164558805	164559205				error
1	164588803	164589203				error
1	164635033	164635433				error
1	164637979	164638379				error
1	164645156	164645556				error
1	164895494	164895894				error
1	165444934	165445334				error
1	165598065	165598465				error
1	165630832	165631232				error
1	165698401	165698801				error
1	165768795	165769195				error
1	165827525	165827925				error
1	166839166	166839566				error
1	166876159	166876559				error
1	166888748	166889148				error
1	166925845	166926245				error
1	166947429	166947829				error
1	167148390	167148790				error
1	167166323	167166723				error
1	167220490	167220890				error
1	167221902	167222302				error
1	167439348	167439748				error
1	167454784	167455184				error
1	167489621	167490021				error
1	167553545	167553945				error
1	167714490	167714890				error
